billID,item,quantity
1413,"Onion rings",5
1413,"San Miguel Pale Pilsen",3
1414,"Dos Equis",3
1414,Quesadilla,5
1414,"Stiegl Bier",3
1416,"Birra Moretti",2
1416,"Old Speckled Hen",2
1416,Tsingtao,1
1416,Warsteiner,5
1417,Coors,1
1418,Duvel,4
1418,Heineken,4
1418,Sapporo,2
1419,Budweiser,4
1419,"Coca cola",1
1419,Tsingtao,3
142,"Beer Chang",5
142,Duvel,4
142,"French fries",3
142,"Pilsner Urquell",4
1420,"Budvar Svetly Lezak",3
1421,Nachos,2
1422,"Budvar Svetly Lezak",1
1422,Tecate,2
1422,Union,1
1423,Cass,4
1423,Lasko,3
1423,"Leffe Blonde",4
1424,"Erdinger Pikantus",4
1424,"Potato skins",3
1425,"Carling Black Label",3
1425,Dreher,5
1425,"OB Golden Lager",4
1426,"Amstel Light",4
1426,Duvel,5
1426,"Tater tots",5
1427,"Leffe Blonde",3
1427,Timisoreana,3
1428,Kirin,4
1428,Timisoreana,3
1429,Guinness,3
1429,Sprite,1
143,Coors,2
143,Dreher,4
1430,"Coca cola",1
1431,Caffrey's,3
1431,"Chicken wings",3
1431,"Singha beer",1
1431,Timisoreana,3
1432,Lasko,1
1433,"Coreff Ambree",4
1433,"Harp Lager",5
1433,Lowenbrau,2
1435,Dreher,5
1436,"Mozoralla sticks",3
1437,Sprite,3
1438,Carlsberg,4
1438,"Chicken wings",2
1438,Pretzel,3
1439,"Singha beer",4
144,"Carling Black Label",5
144,Cass,5
144,"Efes Dark",4
1440,Dreher,3
1440,Lasko,5
1440,"Mythos Sindos",1
1440,"Singha beer",4
1441,"Old Speckled Hen",2
1442,"Amstel Light",2
1442,Caffrey's,2
1442,"Club soda",4
1443,Caffrey's,5
1443,Cheeseburger,4
1443,"Leffe Blonde",5
1443,"Pilsner Urquell",5
1444,"Club soda",2
1444,"Gambrinus Premium",1
1444,"Sweet tea",2
1445,"Onion rings",2
1445,"Pabst Blue Ribbon",5
1446,"Club soda",1
1446,"Gambrinus Premium",5
1447,"Budvar Svetly Lezak",4
1447,Grolsch,5
1447,Sprite,5
1448,Coors,3
1448,Dreher,2
1448,"Pabst Blue Ribbon",3
1449,"Beer Chang",1
1449,Carlsberg,2
145,"Leffe Blonde",1
145,"OB Golden Lager",3
1450,Grolsch,5
1451,"Budvar Svetly Lezak",2
1451,"Carling Black Label",5
1451,"Coca cola",3
1451,Peroni,4
1452,"Club soda",3
1453,Caffrey's,2
1454,"Coreff Ambree",1
1454,"Pilsner Urquell",2
1454,Sprite,1
1455,"Chimay Blue Top",1
1455,"Tater tots",2
1456,Coors,1
1456,"Dos Equis",2
1456,Pretzel,4
1457,Cheeseburger,4
1457,"Potato skins",5
1457,Pretzel,5
1458,"Labatts Blue",2
1458,Lasko,5
1458,"Singha beer",5
1458,Timisoreana,3
1459,Budweiser,1
1459,Caffrey's,4
1459,Lowenbrau,2
1459,Timisoreana,5
146,"Potato skins",4
1460,Carlsberg,5
1460,Kirin,1
1461,Budweiser,4
1462,Duvel,5
1463,"Coreff Ambree",3
1463,Duvel,2
1463,Tecate,5
1464,Peroni,5
1465,"Chimay Blue Top",1
1465,"French fries",3
1465,Hite,1
1465,"Paulaner Hefe",1
1466,Coors,3
1466,Hite,1
1466,Warsteiner,2
1467,Budweiser,1
1467,"Chicken wings",3
1467,"Coreff Ambree",1
1467,Timisoreana,2
1468,Carlsberg,3
1468,"Chimay Blue Top",5
1468,Duvel,2
1468,Nachos,2
1469,"Amstel Light",1
1469,Dreher,3
1469,"Mozoralla sticks",4
1469,"Newcastle Brown Ale",4
147,"Coca cola",1
147,"Dos Equis",3
147,Tsingtao,2
1470,Carlsberg,2
1470,"Coca cola",2
1470,"Singha beer",2
1470,"Tiger beer",4
1471,"French fries",1
1472,Duvel,5
1472,"Root beer",3
1472,Tuborg,4
1473,Tecate,5
1474,"French fries",2
1475,Dreher,1
1475,"Old Speckled Hen",4
1475,Union,5
1476,"Amstel Light",4
1476,Kirin,1
1476,"Pilsner Urquell",5
1477,Cheeseburger,5
1477,Heineken,4
1477,Peroni,3
1478,"Budvar Svetly Lezak",3
1478,"Pilsner Urquell",2
1479,"Tiger beer",3
148,"Budvar Svetly Lezak",1
148,"Paulaner Hefe",4
148,"Singha beer",4
1480,"Ichnusa beer",1
1480,"Leffe Blonde",3
1481,"Amstel Light",2
1482,"Coreff Ambree",5
1482,"Potato skins",3
1482,Timisoreana,3
1483,"Beer Chang",3
1483,Pretzel,2
1484,Lasko,2
1484,"Singha beer",5
1484,"Sweet tea",5
1485,Kirin,5
1486,Caffrey's,2
1486,"Old Speckled Hen",5
1486,"Potato skins",4
1487,"Harp Lager",3
1488,Guinness,5
1488,"Mythos Sindos",1
1488,Tuborg,5
1488,Union,4
1489,"OB Golden Lager",5
1489,Tuborg,3
149,"Carling Black Label",1
1490,"Birra Moretti",2
1490,Quesadilla,1
1490,Union,2
1491,"Chicken wings",3
1491,"Leffe Blonde",2
1492,Nachos,3
1492,Quesadilla,4
1492,Tecate,4
1494,Asahi,2
1494,"Beer Chang",5
1495,Tsingtao,2
1496,Dreher,2
1496,"Harp Lager",1
1496,"Singha beer",2
1497,"Amstel Light",4
1497,Guinness,3
1497,"Labatts Blue",1
1497,Pretzel,3
1498,"Amstel Light",4
1498,Quesadilla,2
1499,"Budvar Svetly Lezak",1
1499,"Singha beer",4
15,Cheeseburger,4
150,Lowenbrau,3
150,Tuborg,2
1500,Caffrey's,5
1501,"Club soda",3
1501,"Dos Equis",3
1501,Hite,3
1502,Carlsberg,2
1502,"Labatts Blue",3
1502,Sprite,2
1502,"Sweet tea",2
1503,Carlsberg,1
1503,Cheeseburger,2
1503,"Coca cola",5
1503,Tsingtao,3
1504,"Pabst Blue Ribbon",1
1504,Peroni,5
1504,"Pilsner Urquell",4
1504,Sprite,3
1505,"Club soda",2
1505,"Old Speckled Hen",3
1505,"Singha beer",1
1506,"Labatts Blue",1
1506,Lasko,2
1506,"Onion rings",3
1506,"San Miguel Pale Pilsen",2
1507,"Paulaner Hefe",4
1508,Duvel,4
1509,Tuborg,1
151,Caffrey's,4
151,"Mozoralla sticks",4
1510,"Leffe Blonde",4
1510,Tsingtao,5
1511,"Budvar Svetly Lezak",5
1511,Grolsch,5
1511,"Paulaner Hefe",5
1512,Nachos,3
1512,"San Miguel Pale Pilsen",3
1513,"Efes Dark",2
1513,"Potato skins",2
1514,Guinness,2
1514,Heineken,3
1515,Sapporo,2
1515,Warsteiner,5
1516,Heineken,4
1516,"Old Speckled Hen",5
1517,"Tater tots",3
1518,"Chicken wings",4
1519,"Birra Moretti",3
1519,"Efes Dark",5
1519,"Old Speckled Hen",5
1519,Warsteiner,5
152,Carlsberg,4
1520,"Budvar Svetly Lezak",5
1520,Pretzel,5
1520,"Sweet tea",5
1521,Kirin,4
1521,"Labatts Blue",2
1521,Lasko,4
1522,Dreher,5
1522,Duvel,5
1522,"OB Golden Lager",4
1522,Tecate,5
1523,"Leffe Blonde",1
1524,Lasko,1
1525,"Mozoralla sticks",2
1525,"Paulaner Hefe",2
1525,"San Miguel Pale Pilsen",5
1526,"Carling Black Label",1
1526,"Chicken wings",4
1526,Sapporo,4
1527,Sapporo,2
1527,"Singha beer",3
1527,"Sweet tea",1
1528,Caffrey's,2
1528,"Erdinger Pikantus",5
1528,"Potato skins",5
1529,Budweiser,5
153,"Coca cola",3
153,Coors,1
153,"Newcastle Brown Ale",3
1530,Lowenbrau,1
1530,"Potato skins",4
1531,"Carling Black Label",4
1531,"Newcastle Brown Ale",4
1531,Peroni,5
1532,Cass,3
1532,"Labatts Blue",3
1533,"Pabst Blue Ribbon",4
1534,"Chicken wings",1
1535,Budweiser,2
1535,Cass,2
1535,"Efes Dark",5
1535,"Mozoralla sticks",3
1536,"Old Speckled Hen",4
1537,Dreher,4
1537,Guinness,5
1537,Sprite,2
1538,Dreher,1
1539,"Onion rings",5
154,Peroni,2
1540,"Beer Chang",3
1540,Kirin,2
1540,Lasko,5
1541,Dreher,5
1541,Sapporo,4
1542,Lowenbrau,1
1542,"Potato skins",1
1543,"Pilsner Urquell",5
1543,Sprite,2
1544,"Birra Moretti",2
1544,"Carling Black Label",2
1544,"Harp Lager",1
1544,Warsteiner,2
1545,"Onion rings",1
1545,Warsteiner,5
1546,Cheeseburger,1
1546,"Chicken wings",3
1546,Pretzel,1
1547,Caffrey's,2
1547,"Pilsner Urquell",2
1548,Heineken,1
1548,"Tater tots",1
1549,Dreher,5
1549,"Pilsner Urquell",5
155,Duvel,3
155,Peroni,1
155,"Pilsner Urquell",5
155,Sprite,3
1550,"Tater tots",2
1551,Budweiser,3
1551,Heineken,5
1551,"Potato skins",4
1552,"Leffe Blonde",4
1553,Guinness,5
1553,"Onion rings",1
1554,"OB Golden Lager",2
1554,Peroni,5
1554,"Tiger beer",5
1555,Lasko,1
1555,"Singha beer",5
1556,"Efes Dark",4
1556,"Leffe Blonde",4
1556,Lowenbrau,4
1556,Nachos,3
1557,Sprite,4
1558,"Amstel Light",5
1559,Sprite,2
156,"Amstel Light",3
156,"Club soda",2
156,"Erdinger Pikantus",4
156,"Old Speckled Hen",5
1560,"Newcastle Brown Ale",4
1561,"Coca cola",5
1561,"Leffe Blonde",3
1561,Lowenbrau,3
1562,"Onion rings",3
1562,"San Miguel Pale Pilsen",1
1562,Tecate,3
1563,"Newcastle Brown Ale",3
1563,"Old Speckled Hen",3
1563,Tsingtao,2
1563,Tuborg,4
1564,"Onion rings",1
1565,Carlsberg,3
1565,Pretzel,5
1565,Timisoreana,1
1566,Caffrey's,2
1566,Cheeseburger,5
1566,"French fries",2
1566,"Ichnusa beer",4
1567,Asahi,4
1567,Dreher,3
1567,Guinness,4
1568,"Budvar Svetly Lezak",3
1569,Asahi,1
1569,Dreher,5
1569,"Newcastle Brown Ale",3
1569,"Stiegl Bier",1
157,"Club soda",1
157,Pretzel,3
157,Tecate,1
1570,Caffrey's,4
1570,"Paulaner Hefe",3
1570,"Potato skins",5
1570,Timisoreana,3
1571,Coors,3
1572,"Dos Equis",1
1572,"Mozoralla sticks",5
1573,"Budvar Svetly Lezak",1
1573,"Chimay Blue Top",2
1573,"Dos Equis",5
1574,Dreher,2
1574,"Newcastle Brown Ale",4
1575,Caffrey's,4
1575,"Newcastle Brown Ale",5
1575,Pretzel,4
1576,Sprite,2
1577,"Dos Equis",2
1578,"Harp Lager",1
1578,"Paulaner Hefe",3
1579,Carlsberg,3
1579,"Labatts Blue",3
1579,"Sweet tea",3
158,Nachos,3
1580,"Dos Equis",2
1580,Pretzel,4
1580,"Tater tots",1
1582,Pretzel,3
1583,"Newcastle Brown Ale",4
1583,"Onion rings",2
1584,"Budvar Svetly Lezak",1
1585,Hite,4
1585,Sprite,2
1586,"Amstel Light",5
1586,Kirin,5
1586,Pretzel,3
1586,"Tiger beer",5
1587,Asahi,2
1587,"Dos Equis",1
1587,Lasko,2
1588,"Beer Chang",3
1588,Dreher,3
1588,"OB Golden Lager",5
1588,Quesadilla,2
1589,"Chimay Blue Top",5
1589,"Harp Lager",3
1589,Tsingtao,2
159,"Mythos Sindos",4
159,Pretzel,4
159,Quesadilla,4
1590,Guinness,3
1590,"Mozoralla sticks",4
1591,"Chicken wings",1
1591,"OB Golden Lager",3
1592,"Mythos Sindos",5
1593,Lasko,2
1593,Warsteiner,5
1594,"Carling Black Label",2
1594,"San Miguel Pale Pilsen",3
1595,Kirin,3
1596,"San Miguel Pale Pilsen",5
1597,"French fries",5
1598,"Birra Moretti",2
1598,"Efes Dark",3
1598,Peroni,4
1598,Sprite,3
1599,"Tater tots",4
16,Asahi,1
16,"Club soda",3
16,Coors,3
16,"Harp Lager",3
160,Kronenbourg,1
1600,"Coreff Ambree",3
1600,Guinness,3
1600,"Pabst Blue Ribbon",5
1601,"Harp Lager",4
1601,"Ichnusa beer",1
1601,"OB Golden Lager",2
1602,"Gambrinus Premium",1
1603,Kirin,5
1603,"Paulaner Hefe",3
1603,Quesadilla,5
1604,Caffrey's,5
1604,"Potato skins",3
1605,Heineken,2
1606,"Potato skins",3
1607,Cass,3
1607,Dreher,1
1607,"Tiger beer",5
1608,Tecate,5
1609,Kronenbourg,5
1609,"Mozoralla sticks",1
161,"Amstel Light",3
161,Lowenbrau,5
1610,Carlsberg,1
1610,"Coca cola",3
1610,Kronenbourg,1
1610,"Mozoralla sticks",5
1611,"Beer Chang",2
1611,"Old Speckled Hen",3
1611,"San Miguel Pale Pilsen",5
1612,Duvel,4
1613,"Beer Chang",3
1613,"Old Speckled Hen",1
1614,Coors,5
1614,Pretzel,5
1614,"Stiegl Bier",5
1614,Timisoreana,4
1615,"Erdinger Pikantus",1
1615,"Potato skins",3
1615,Quesadilla,1
1615,Tecate,4
1616,Heineken,4
1616,"Leffe Blonde",1
1616,"San Miguel Pale Pilsen",4
1617,Pretzel,2
1617,Timisoreana,3
1618,Sprite,4
162,"Budvar Svetly Lezak",1
162,"Mythos Sindos",1
162,"Pilsner Urquell",4
1620,Sprite,1
1621,Nachos,3
1622,"Root beer",5
1622,Sprite,2
1622,"Tater tots",2
1623,Caffrey's,1
1623,"Chicken wings",2
1623,Coors,4
1623,"Labatts Blue",5
1624,"Carling Black Label",2
1624,"Onion rings",1
1624,Peroni,5
1625,Asahi,3
1625,"Coreff Ambree",4
1625,"Sweet tea",4
1626,Duvel,1
1626,Sapporo,1
1627,Carlsberg,2
1628,"Carling Black Label",1
1628,"Old Speckled Hen",1
1628,"Pabst Blue Ribbon",1
1629,"Carling Black Label",2
1629,Tsingtao,3
1629,Warsteiner,1
163,Heineken,4
1630,Lowenbrau,5
1632,Guinness,2
1633,Pretzel,1
1634,Asahi,1
1634,"Stiegl Bier",1
1635,Budweiser,1
1636,Caffrey's,3
1636,"Stiegl Bier",3
1637,Hite,4
1638,"Coreff Ambree",4
1638,Grolsch,5
1639,"Chimay Blue Top",2
1639,"Newcastle Brown Ale",4
1639,"Onion rings",5
164,"Birra Moretti",3
164,Cheeseburger,5
164,Dreher,5
164,Lasko,1
1640,Asahi,5
1640,"Chimay Blue Top",2
1640,"Stiegl Bier",3
1640,"Sweet tea",2
1641,"Coca cola",3
1641,Pretzel,4
1641,"Tater tots",5
1642,"Coreff Ambree",5
1643,Carlsberg,5
1643,"Newcastle Brown Ale",1
1643,Sprite,2
1644,Duvel,1
1644,"OB Golden Lager",4
1645,Coors,5
1645,Heineken,3
1645,Tsingtao,5
1646,"Club soda",5
1647,"Gambrinus Premium",3
1647,Grolsch,1
1647,"Paulaner Hefe",4
1648,Dreher,1
1648,"Leffe Blonde",2
165,Lasko,1
1650,Sprite,5
1650,"Stiegl Bier",1
1651,"Budvar Svetly Lezak",5
1652,"Birra Moretti",1
1652,"Chimay Blue Top",3
1652,Tsingtao,3
1653,Caffrey's,5
1653,"Dos Equis",4
1653,Kirin,1
1653,"Labatts Blue",4
1654,"Potato skins",3
1654,Quesadilla,2
1654,Sprite,4
1655,Coors,3
1655,"Onion rings",2
1655,Quesadilla,5
1656,"Sweet tea",4
1656,Warsteiner,2
1658,"Budvar Svetly Lezak",3
1658,Coors,5
1659,"Dos Equis",5
1659,"Stiegl Bier",1
166,"Birra Moretti",2
166,Lowenbrau,3
166,"Onion rings",3
1661,"Club soda",2
1661,Dreher,4
1661,Lowenbrau,1
1663,Peroni,2
1663,"Tiger beer",5
1664,Kirin,3
1664,Tsingtao,1
1665,"Dos Equis",4
1665,Heineken,3
1665,"Potato skins",2
1666,"Amstel Light",3
1666,"Budvar Svetly Lezak",1
1666,"Coca cola",1
1666,"Onion rings",5
1667,Caffrey's,2
1667,Cheeseburger,4
1667,"Tiger beer",2
1668,Lasko,4
1668,Sapporo,4
1668,"Tater tots",2
167,Cheeseburger,1
167,"Chimay Blue Top",5
167,Dreher,2
1670,Carlsberg,3
1670,Pretzel,2
1671,"Gambrinus Premium",2
1671,"Tater tots",3
1671,Timisoreana,3
1672,"Coreff Ambree",4
1672,Hite,4
1672,Nachos,2
1673,"Birra Moretti",4
1673,Dreher,5
1673,Sapporo,1
1674,"Singha beer",4
1675,"Budvar Svetly Lezak",2
1675,Coors,5
1676,Tecate,2
1677,"Chicken wings",5
1677,"Gambrinus Premium",5
1677,Tsingtao,1
1678,Hite,2
1678,"Pabst Blue Ribbon",2
1679,Timisoreana,5
168,"Beer Chang",2
168,"Birra Moretti",1
168,Pretzel,4
168,Tsingtao,2
1680,"Labatts Blue",4
1680,"Onion rings",3
1680,Timisoreana,2
1681,"Gambrinus Premium",3
1681,"Newcastle Brown Ale",5
1681,Timisoreana,1
1682,"Birra Moretti",2
1683,"Chimay Blue Top",2
1683,Lowenbrau,2
1683,"Onion rings",5
1684,"Budvar Svetly Lezak",4
1685,Duvel,5
1685,"Efes Dark",5
1685,"Onion rings",2
1686,"Harp Lager",5
1686,"San Miguel Pale Pilsen",3
1687,"Newcastle Brown Ale",1
1687,Union,3
1688,Peroni,1
1688,Sapporo,5
1689,"Coreff Ambree",4
1689,"Harp Lager",2
169,Grolsch,5
169,Sprite,1
1690,"Chimay Blue Top",1
1690,Sapporo,2
1691,"Erdinger Pikantus",1
1691,"Pabst Blue Ribbon",3
1691,Pretzel,4
1692,Asahi,1
1692,"Old Speckled Hen",4
1693,"Beer Chang",4
1693,"Chicken wings",2
1693,"Root beer",3
1693,Tuborg,5
1694,Guinness,3
1695,Heineken,5
1696,"Coreff Ambree",4
1696,"Pabst Blue Ribbon",2
1696,Peroni,1
1697,Dreher,2
1697,Kirin,1
1697,"Potato skins",2
1697,Timisoreana,1
1698,Pretzel,5
1699,"Labatts Blue",5
1699,Lowenbrau,4
1699,"Pilsner Urquell",1
1699,Quesadilla,5
17,Asahi,5
17,"Chicken wings",1
17,Guinness,5
170,Dreher,1
170,Hite,5
170,Quesadilla,3
170,Sapporo,4
1700,"Club soda",2
1700,"Pabst Blue Ribbon",1
1700,Peroni,4
1700,"San Miguel Pale Pilsen",5
1701,Heineken,5
1701,Quesadilla,5
1701,"Tiger beer",5
1702,Coors,3
1702,Dreher,3
1703,"Coca cola",1
1703,Coors,2
1704,"Birra Moretti",5
1704,"Chimay Blue Top",3
1704,"Pabst Blue Ribbon",1
1705,"Coca cola",5
1705,Coors,2
1705,"Newcastle Brown Ale",5
1706,Lasko,1
1707,"Carling Black Label",4
1707,"Newcastle Brown Ale",2
1708,Coors,5
1708,"Paulaner Hefe",1
1708,"San Miguel Pale Pilsen",3
1709,Coors,4
1709,"San Miguel Pale Pilsen",2
171,Dreher,5
171,"Mythos Sindos",2
171,"Stiegl Bier",4
171,Warsteiner,4
1710,"Budvar Svetly Lezak",5
1710,"Ichnusa beer",4
1711,"Harp Lager",2
1711,Heineken,2
1712,Dreher,2
1713,"Birra Moretti",4
1713,Peroni,1
1714,"Stiegl Bier",1
1714,Timisoreana,5
1715,"Club soda",5
1716,"Efes Dark",2
1716,"Pabst Blue Ribbon",1
1716,"San Miguel Pale Pilsen",2
1716,"Tater tots",5
1717,"Dos Equis",4
1717,Heineken,1
1717,"Potato skins",1
1717,"Sweet tea",5
1718,Caffrey's,2
1718,"Old Speckled Hen",2
1719,Cheeseburger,3
1719,"Paulaner Hefe",1
1719,"Sweet tea",5
172,Kronenbourg,4
172,"Potato skins",5
172,"Sweet tea",3
1720,Carlsberg,5
1720,"Club soda",3
1720,"Paulaner Hefe",2
1721,"Carling Black Label",4
1721,Coors,2
1721,"Efes Dark",2
1722,"Beer Chang",3
1722,Peroni,5
1723,Caffrey's,1
1723,"Club soda",3
1723,Dreher,5
1723,Tsingtao,2
1724,"Club soda",2
1724,Sprite,5
1724,"Sweet tea",4
1725,Dreher,1
1725,"Erdinger Pikantus",5
1725,"Pabst Blue Ribbon",3
1726,"Chicken wings",2
1727,Budweiser,4
1727,Caffrey's,3
1728,Lowenbrau,3
1728,"Pilsner Urquell",5
1728,"San Miguel Pale Pilsen",2
1729,"Potato skins",3
1729,Warsteiner,5
173,Caffrey's,2
1730,Guinness,4
1730,"Ichnusa beer",1
1730,Kirin,3
1730,Tsingtao,1
1731,"Birra Moretti",5
1731,Warsteiner,5
1732,"Chicken wings",5
1732,"Ichnusa beer",2
1732,"Leffe Blonde",1
1732,"Pilsner Urquell",4
1733,Kirin,4
1734,Coors,4
1734,Dreher,5
1734,Quesadilla,3
1735,Duvel,1
1735,Kronenbourg,2
1736,"Mozoralla sticks",1
1737,Dreher,3
1737,Sprite,2
1738,Asahi,5
1738,Lowenbrau,5
1738,"Onion rings",4
1738,"Pabst Blue Ribbon",1
1739,"Coreff Ambree",1
1739,Kronenbourg,3
1739,"Tiger beer",5
174,Carlsberg,4
174,"Club soda",3
174,Union,5
1740,Duvel,3
1740,Sprite,5
1741,"Coreff Ambree",2
1741,Lowenbrau,1
1741,"Mythos Sindos",4
1741,"Pilsner Urquell",2
1742,"Mythos Sindos",2
1743,"Mythos Sindos",3
1743,"Sweet tea",5
1743,Union,1
1744,Lasko,5
1744,"Singha beer",5
1745,Dreher,3
1745,"Onion rings",5
1745,"Potato skins",5
1746,"Coca cola",1
1746,"Dos Equis",4
1746,"Stiegl Bier",3
1746,"Tater tots",1
1747,"Ichnusa beer",1
1747,"Pilsner Urquell",1
1748,Coors,2
1748,Kirin,1
1748,Sprite,5
1748,Tsingtao,4
1749,"Beer Chang",1
1749,Pretzel,5
175,"Coreff Ambree",1
175,"Dos Equis",2
175,"Stiegl Bier",3
175,"Sweet tea",5
1750,"Mythos Sindos",1
1750,"Tiger beer",1
1751,"Budvar Svetly Lezak",4
1751,"Coca cola",2
1751,Peroni,5
1752,"Labatts Blue",3
1753,"Carling Black Label",5
1754,Grolsch,1
1754,"Pilsner Urquell",3
1755,"Labatts Blue",1
1755,"Pilsner Urquell",2
1755,"San Miguel Pale Pilsen",4
1756,Dreher,2
1756,Lowenbrau,4
1756,"Tiger beer",5
1757,"Efes Dark",2
1757,"Old Speckled Hen",5
1757,Warsteiner,2
1758,"Pabst Blue Ribbon",1
1758,"Sweet tea",5
1758,Tsingtao,5
1759,Dreher,5
1759,Guinness,1
1759,Sapporo,3
176,Caffrey's,1
176,"Root beer",5
1760,Cheeseburger,2
1760,"Harp Lager",1
1760,Lowenbrau,2
1761,"Carling Black Label",2
1761,Cheeseburger,3
1762,Grolsch,3
1762,"Potato skins",5
1762,Warsteiner,3
1763,"Amstel Light",4
1763,"Chicken wings",4
1763,Quesadilla,5
1764,Kirin,1
1764,"Tater tots",3
1764,Warsteiner,4
1765,"OB Golden Lager",4
1765,Pretzel,5
1766,"Pabst Blue Ribbon",2
1766,"Paulaner Hefe",5
1767,Carlsberg,5
1768,"OB Golden Lager",1
1768,Tsingtao,1
1768,Union,2
1769,"Amstel Light",2
1769,Quesadilla,1
177,"Birra Moretti",4
1770,"Onion rings",2
1770,"Potato skins",3
1771,Cass,1
1771,"Chicken wings",2
1772,"Chimay Blue Top",3
1772,"Coreff Ambree",4
1772,"Sweet tea",3
1773,"Beer Chang",3
1774,"Potato skins",5
1775,Caffrey's,4
1775,Kirin,4
1775,Lowenbrau,2
1776,"Ichnusa beer",2
1776,Nachos,3
1776,"Stiegl Bier",2
1776,Tecate,2
1777,"Ichnusa beer",2
1777,Timisoreana,5
1777,Tuborg,5
1778,Cheeseburger,1
1778,"Ichnusa beer",3
1778,"Pilsner Urquell",2
1779,Kirin,1
178,"Old Speckled Hen",4
178,Sapporo,5
178,Warsteiner,1
1780,Budweiser,1
1780,"Ichnusa beer",4
1780,"Mythos Sindos",3
1780,Timisoreana,5
1781,Cheeseburger,1
1781,"Old Speckled Hen",4
1782,"Carling Black Label",2
1782,"Efes Dark",2
1782,Warsteiner,1
1783,Caffrey's,2
1783,Cass,5
1783,"Labatts Blue",2
1784,"Budvar Svetly Lezak",5
1784,"Carling Black Label",1
1784,"Coca cola",5
1785,Grolsch,3
1785,Nachos,4
1785,"San Miguel Pale Pilsen",4
1786,"Chicken wings",3
1786,"Coreff Ambree",5
1786,Timisoreana,5
1787,Carlsberg,4
1787,"Chicken wings",5
1787,Lowenbrau,3
1787,"Root beer",4
1788,Cass,5
1788,Kronenbourg,4
1788,Pretzel,1
1789,"Coreff Ambree",5
1789,Hite,2
1789,Quesadilla,1
1789,"Stiegl Bier",3
179,"Club soda",3
179,Quesadilla,5
179,"Tater tots",2
1790,"Budvar Svetly Lezak",1
1790,"Leffe Blonde",5
1791,Pretzel,2
1792,Grolsch,5
1793,Heineken,1
1793,"Potato skins",5
1793,"Sweet tea",4
1795,Dreher,3
1796,"Ichnusa beer",2
1796,"Pabst Blue Ribbon",1
1797,"Club soda",5
1797,"Erdinger Pikantus",5
1797,"Old Speckled Hen",2
1798,Carlsberg,3
1798,Heineken,2
1798,"Ichnusa beer",5
1799,Cass,2
1799,"Pilsner Urquell",2
1799,Quesadilla,2
1799,"San Miguel Pale Pilsen",3
18,"Coca cola",2
18,"Coreff Ambree",5
18,"Leffe Blonde",1
18,"Tater tots",3
180,"Newcastle Brown Ale",1
1800,Caffrey's,3
1800,"Harp Lager",5
1800,Timisoreana,4
1801,Carlsberg,5
1801,"Paulaner Hefe",2
1801,Union,1
1802,"Labatts Blue",4
1803,"Amstel Light",2
1803,Guinness,5
1803,"Labatts Blue",3
1803,Lowenbrau,3
1804,"Budvar Svetly Lezak",2
1804,Pretzel,4
1804,"Sweet tea",3
1805,Heineken,3
1805,Kirin,2
1805,"Labatts Blue",1
1806,"Coca cola",1
1806,"Stiegl Bier",1
1807,"Labatts Blue",2
1807,Union,5
1808,Cheeseburger,1
1808,"Ichnusa beer",3
1808,Kirin,4
1809,"Harp Lager",5
1809,Lowenbrau,5
1809,"Singha beer",1
181,Duvel,4
181,"Pilsner Urquell",3
1810,"Harp Lager",1
1811,"Tater tots",1
1812,"Carling Black Label",5
1812,Coors,4
1812,"Onion rings",1
1812,"Singha beer",4
1813,"Potato skins",3
1814,Kronenbourg,4
1814,"Labatts Blue",3
1815,"Beer Chang",4
1815,"Old Speckled Hen",4
1816,Carlsberg,3
1816,"Pilsner Urquell",3
1816,Tuborg,2
1816,Union,4
1817,Grolsch,1
1817,Lasko,1
1817,Lowenbrau,4
1817,"Potato skins",3
1818,"Amstel Light",4
1818,Grolsch,3
1818,Kronenbourg,4
1818,Quesadilla,3
182,Coors,1
182,"Labatts Blue",2
182,Peroni,3
182,Timisoreana,3
1820,"Beer Chang",5
1820,"Chicken wings",5
1820,Grolsch,5
1820,Pretzel,1
1821,"Birra Moretti",2
1821,"Coreff Ambree",5
1822,"Amstel Light",3
1822,"Chicken wings",3
1823,"Harp Lager",3
1823,Lasko,4
1823,Lowenbrau,1
1824,"Budvar Svetly Lezak",5
1824,"Pilsner Urquell",3
1824,"Potato skins",2
1824,"Root beer",5
1825,"Leffe Blonde",4
1826,"Birra Moretti",3
1827,"Chicken wings",3
1827,"Harp Lager",1
1827,"Potato skins",1
1828,Coors,2
1828,"Labatts Blue",2
1828,"Singha beer",2
1829,Cheeseburger,3
1829,"Coreff Ambree",2
1829,"Efes Dark",4
1829,Lasko,3
183,"Harp Lager",4
183,Lasko,1
183,"Tater tots",4
183,Warsteiner,4
1830,"Chimay Blue Top",2
1830,Heineken,4
1831,Peroni,2
1832,"Gambrinus Premium",3
1832,"Mythos Sindos",2
1832,"Sweet tea",3
1833,"Ichnusa beer",1
1833,Nachos,3
1835,"Chimay Blue Top",5
1836,Tuborg,1
1836,Warsteiner,3
1837,"Stiegl Bier",1
1838,"Coreff Ambree",4
1838,Lowenbrau,5
1838,"Paulaner Hefe",3
1838,"Potato skins",3
1839,Cheeseburger,2
1839,Heineken,3
184,"Beer Chang",2
184,"Tiger beer",2
1840,"Chimay Blue Top",4
1841,"Dos Equis",1
1842,"Budvar Svetly Lezak",2
1842,"Chimay Blue Top",3
1842,Pretzel,5
